,Title,Link
33,Xiaomi Redmi Note 11 Pro 8GB - 128GB,https://fptshop.com.vn/dien-thoai/xiaomi-redmi-note-11-pro?ho-tro-mang=4g
34,Vivo Y22s 8GB-128GB,https://fptshop.com.vn/dien-thoai/vivo-y22s
35,Vivo Y35 8GB-128GB,https://fptshop.com.vn/dien-thoai/vivo-y35
36,OPPO A77s 8GB-128GB,https://fptshop.com.vn/dien-thoai/oppo-a77s
37,realme C55 6GB-128GB,https://fptshop.com.vn/dien-thoai/realme-c55?dung-luong=6gb-128gb
38,Honor X8A 8GB-128GB,https://fptshop.com.vn/dien-thoai/honor-x8a
39,OPPO A57 4GB-128GB,https://fptshop.com.vn/dien-thoai/oppo-a57-4g?dung-luong=128gb
40,Vivo T1x 4GB-64GB,https://fptshop.com.vn/dien-thoai/vivo-t1x
41,Vivo Y16 4GB-128GB,https://fptshop.com.vn/dien-thoai/vivo-y16
42,Samsung Galaxy A04s,https://fptshop.com.vn/dien-thoai/samsung-galaxy-a04s
43,OPPO A55 4GB-64GB,https://fptshop.com.vn/dien-thoai/oppo-a55
44,Honor X7A 6GB-128GB,https://fptshop.com.vn/dien-thoai/honor-x7a
45,Samsung Galaxy A04,https://fptshop.com.vn/dien-thoai/samsung-galaxy-a04
46,Xiaomi Redmi 10A 3GB-64GB,https://fptshop.com.vn/dien-thoai/xiaomi-redmi-10a?dung-luong=3gb-64gb
47,Nokia 5710 XpressAudio,https://fptshop.com.vn/dien-thoai/nokia-5710-xpressaudio
48,OPPO Find N3 5G 16GB-512GB,https://fptshop.com.vn/dien-thoai/oppo-find-n3
49,iPhone 14 Pro 512GB,https://fptshop.com.vn/dien-thoai/iphone-14-pro?dung-luong=512gb
50,Samsung Galaxy S24 Plus 5G 256GB,https://fptshop.com.vn/dien-thoai/samsung-galaxy-s24-plus?dung-luong=256gb
51,iPhone 15 Pro 128GB,https://fptshop.com.vn/dien-thoai/iphone-15-pro?dung-luong=128gb
52,Samsung Galaxy S23 Ultra 5G 256GB,https://fptshop.com.vn/dien-thoai/samsung-galaxy-s23-ultra?dung-luong=256-gb
53,iPhone 15 Plus 128GB,https://fptshop.com.vn/dien-thoai/iphone-15-plus?dung-luong=128gb
54,Samsung Galaxy S24 5G 256GB,https://fptshop.com.vn/dien-thoai/samsung-galaxy-s24?dung-luong=256gb
55,OPPO Find N3 Flip 5G 12GB-256GB,https://fptshop.com.vn/dien-thoai/oppo-find-n3-flip
56,iPhone 15 128GB,https://fptshop.com.vn/dien-thoai/iphone-15?dung-luong=128gb
57,iPhone 14 Plus 128GB,https://fptshop.com.vn/dien-thoai/iphone-14-plus?dung-luong=128gb
58,iPhone 14 128GB,https://fptshop.com.vn/dien-thoai/iphone-14?dung-luong=128gb
59,OPPO Find N2 Flip,https://fptshop.com.vn/dien-thoai/oppo-find-n2-flip
60,iPhone 13 128GB,https://fptshop.com.vn/dien-thoai/iphone-13?dung-luong=128gb
61,Xiaomi 13T 12GB-256GB,https://fptshop.com.vn/dien-thoai/xiaomi-13t
62,Honor 90 5G 12GB-512GB,https://fptshop.com.vn/dien-thoai/honor-90?dung-luong=512gb
63,Xiaomi Redmi Note 13 Pro+ 5G 8GB-256GB,https://fptshop.com.vn/dien-thoai/xiaomi-redmi-note-13-pro-plus
64,Samsung Galaxy A54 5G 256GB,https://fptshop.com.vn/dien-thoai/samsung-galaxy-a54-5g?dung-luong=256-gb
65,Samsung Galaxy M34 5G 128GB,https://fptshop.com.vn/dien-thoai/samsung-galaxy-m34-5g
66,Vivo V25 5G 8GB-128GB,https://fptshop.com.vn/dien-thoai/vivo-v25
67,OPPO A78 8GB-256GB,https://fptshop.com.vn/dien-thoai/oppo-a78
68,Xiaomi Redmi Note 13 Pro 8GB-128GB,https://fptshop.com.vn/dien-thoai/xiaomi-redmi-note-13-pro
69,Samsung Galaxy A25 5G 128GB,https://fptshop.com.vn/dien-thoai/samsung-galaxy-a25
70,Vivo V25e 8GB-128GB,https://fptshop.com.vn/dien-thoai/vivo-v25e
71,Xiaomi Redmi Note 12S 8GB-256GB,https://fptshop.com.vn/dien-thoai/xiaomi-redmi-note-12s
72,Xiaomi Redmi Note 11S 8GB-128GB,https://fptshop.com.vn/dien-thoai/xiaomi-redmi-note-11s?dung-luong=8gb-128gb
73,Xiaomi Redmi Note 12 4GB-128GB,https://fptshop.com.vn/dien-thoai/xiaomi-redmi-note-12?dung-luong=4gb-128gb
74,OPPO A17 4GB-64GB,https://fptshop.com.vn/dien-thoai/oppo-a17
75,Samsung Galaxy A05 128GB,https://fptshop.com.vn/dien-thoai/samsung-galaxy-a05
76,realme C30s 3GB-64GB,https://fptshop.com.vn/dien-thoai/realme-c30s?dung-luong=3gb-64gb
77,Nokia 215 DS 4G,https://fptshop.com.vn/dien-thoai/nokia-215-ds-4g
78,Masstel Fami 60 4G,https://fptshop.com.vn/dien-thoai/masstel-fami-60-4g
79,Nokia 110 DS Pro 4G,https://fptshop.com.vn/dien-thoai/nokia-110-ds-pro-4g
80,Masstel Fami 60S 4G,https://fptshop.com.vn/dien-thoai/masstel-fami-60s-4g
81,Masstel izi 30 4G,https://fptshop.com.vn/dien-thoai/masstel-izi-30-4g
82,Masstel Fami 12 4G,https://fptshop.com.vn/dien-thoai/masstel-fami-12-4g
83,Nokia 105 DS 4G,https://fptshop.com.vn/dien-thoai/nokia-105-4g
84,Nokia 110 DS 4G,https://fptshop.com.vn/dien-thoai/nokia-110-4g
85,Masstel izi T2 4G,https://fptshop.com.vn/dien-thoai/masstel-izi-t2
86,Samsung Galaxy A35 5G 128GB,https://fptshop.com.vn/dien-thoai/samsung-galaxy-a35
87,Honor X7b 8GB-256GB,https://fptshop.com.vn/dien-thoai/honor-x7b
88,realme C60 4GB-64GB,https://fptshop.com.vn/dien-thoai/realme-c60
